what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.4.v201212120623,"org.eclipse.datatools.sqltools.sqleditor",1362603476817
stopped,bundle,org.eclipse.datatools.sqltools.editor.core.ui,1.0.0.v201001150815,"org.eclipse.datatools.sqltools.editor.core.ui",1362603476817
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.2.v201212120623,"org.eclipse.datatools.sqltools.tabledataeditor",1362603476817
stopped,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.3.v201212070447,"org.eclipse.datatools.connectivity.sqm.core.ui",1362603476817
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.5.v201212070447,"org.eclipse.datatools.connectivity.ui.dse",1362603476817
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1362603476817
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.700.v201203072334,"org.eclipse.wst.ws.explorer",1362603476817
stopped,bundle,org.eclipse.equinox.http.jetty,3.0.100.v20121210-201919,"org.eclipse.equinox.http.jetty",1362603476818
stopped,bundle,org.eclipse.wst.server.preview,1.1.102.v20130123_1813,"org.eclipse.wst.server.preview",1362603476818
stopped,bundle,org.eclipse.m2e.core.ui,1.0.200.20111228-1245,"org.eclipse.m2e.core.ui",1362603476818
stopped,bundle,org.eclipse.m2e.core,1.0.200.20111228-1245,"org.eclipse.m2e.core",1362603476818
stopped,bundle,org.eclipse.mylyn.ide.ant,3.8.2.v20120916-1200,"org.eclipse.mylyn.ide.ant",1362603476818
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1362603476819
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1362603476819
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1362603476819
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1362603476819
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1362603476819
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1362603476819
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1362603476819
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1362603476819
stopped,bundle,org.eclipse.egit.mylyn.ui,1.3.0.201202151440-r,"org.eclipse.egit.mylyn.ui",1362603476819
stopped,bundle,org.eclipse.mylyn.github.ui,1.3.0.201202151440-r,"org.eclipse.mylyn.github.ui",1362603476819
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1362603476819
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1362603476819
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1362603476819
stopped,bundle,org.eclipse.mylyn.java.tasks,3.8.2.v20120916-1200,"org.eclipse.mylyn.java.tasks",1362603476819
stopped,bundle,org.eclipse.mylyn.java.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.java.ui",1362603476819
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.300.v20120420_1012,"org.eclipse.jst.server.tomcat.ui",1362603476820
stopped,bundle,org.eclipse.jst.server.ui,1.1.202.v20110419,"org.eclipse.jst.server.ui",1362603476820
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1362603476820
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1362603476820
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.1.201.v20130123_1813,"org.eclipse.jst.server.preview.adapter",1362603476820
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1362603476820
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1362603476820
stopped,bundle,org.eclipse.wb.swing.databinding,1.3.0.r37x201202021417,"org.eclipse.wb.swing.databinding",1362603476820
stopped,bundle,org.eclipse.wb.core.databinding,1.3.0.r37x201202052311,"org.eclipse.wb.core.databinding",1362603476820
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.3.0.r37x201202021417,"org.eclipse.wb.swing.FormLayout",1362603476820
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.3.0.r37x201202021417,"org.eclipse.wb.swing.MigLayout",1362603476820
stopped,bundle,org.eclipse.wb.swing.java6,1.3.0.r37x201202021417,"org.eclipse.wb.swing.java6",1362603476820
stopped,bundle,org.eclipse.wb.swing.jsr296,1.3.0.r37x201202021417,"org.eclipse.wb.swing.jsr296",1362603476820
stopped,bundle,org.eclipse.wb.swing,1.3.0.r37x201202021417,"org.eclipse.wb.swing",1362603476820
stopped,bundle,org.eclipse.wb.core.ui,1.3.0.r37x201202052340,"org.eclipse.wb.core.ui",1362603476821
stopped,bundle,org.eclipse.wb.layout.group,1.3.0.r37x201202060028,"org.eclipse.wb.layout.group",1362603476821
stopped,bundle,org.eclipse.wb.os.linux,1.3.0.r37x201202052311,"org.eclipse.wb.os.linux",1362603476821
stopped,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1362603476821
stopped,bundle,com.python.pydev.codecompletion,2.7.1.2012100913,"com.python.pydev.codecompletion",1362603476821
stopped,bundle,com.python.pydev.refactoring,2.7.1.2012100913,"com.python.pydev.refactoring",1362603476821
stopped,bundle,com.python.pydev.analysis,2.7.1.2012100913,"com.python.pydev.analysis",1362603476821
stopped,bundle,com.python.pydev.debug,2.7.1.2012100913,"com.python.pydev.debug",1362603476821
stopped,bundle,com.python.pydev.fastparser,2.7.1.2012100913,"com.python.pydev.fastparser",1362603476821
stopped,bundle,org.python.pydev.red_core,2.7.1.2012100913,"org.python.pydev.red_core",1362603476821
stopped,bundle,com.python.pydev,2.7.1.2012100913,"com.python.pydev",1362603476821
stopped,bundle,org.python.pydev.django,2.7.1.2012100913,"org.python.pydev.django",1362603476821
stopped,bundle,org.python.pydev.customizations,2.7.1.2012100913,"org.python.pydev.customizations",1362603476821
stopped,bundle,org.python.pydev.debug,2.7.1.2012100913,"org.python.pydev.debug",1362603476821
stopped,bundle,org.python.pydev.mylyn,0.4,"org.python.pydev.mylyn",1362603476821
stopped,bundle,org.python.pydev.refactoring,2.7.1.2012100913,"org.python.pydev.refactoring",1362603476822
stopped,bundle,org.python.pydev,2.7.1.2012100913,"org.python.pydev",1362603476822
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v201107221501,"org.eclipse.datatools.enablement.jdt.classpath",1362603476822
stopped,bundle,org.eclipse.jst.common.annotations.ui,1.1.300.v201002081900,"org.eclipse.jst.common.annotations.ui",1362603476822
stopped,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1362603476822
stopped,bundle,org.eclipse.jst.common.ui,1.0.201.v201208292200,"org.eclipse.jst.common.ui",1362603476822
stopped,bundle,org.eclipse.jst.ws.jaxb.core,1.0.100.v201104031139,"org.eclipse.jst.ws.jaxb.core",1362603476822
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.201.v201301072322,"org.eclipse.jst.ws.jaxws.ui",1362603476822
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.201.v201301072322,"org.eclipse.jst.ws.jaxws.core",1362603476822
stopped,bundle,org.eclipse.jst.ws.annotations.core,1.2.0.v201203272107,"org.eclipse.jst.ws.annotations.core",1362603476822
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1362603476844
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1362603476844
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.500.v201108240518,"org.eclipse.wst.wsdl.ui",1362603476844
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1362603476844
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1362603476844
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1362603476844
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.300.v201204101539,"org.eclipse.wst.xsl.ui",1362603476844
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.101.v201204260040,"org.eclipse.wst.xml.xpath.ui",1362603476845
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1362603476845
stopped,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1362603476845
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1362603476845
stopped,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1362603476845
stopped,bundle,com.vectrace.MercurialEclipse,2.0.0.v201210091230,"com.vectrace.MercurialEclipse",1362603476845
stopped,bundle,org.eclipse.rse.importexport,1.2.300.201205241511,"org.eclipse.rse.importexport",1362603476846
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.300.201205062159,"org.eclipse.rse.subsystems.shells.telnet",1362603476847
stopped,bundle,org.eclipse.rse.useractions,1.1.400.201205062159,"org.eclipse.rse.useractions",1362603476847
stopped,bundle,org.eclipse.rse.shells.ui,3.0.401.201212171813,"org.eclipse.rse.shells.ui",1362603476847
stopped,bundle,org.eclipse.rse.files.ui,3.2.101.201302012126,"org.eclipse.rse.files.ui",1362603476847
stopped,bundle,org.eclipse.rse.processes.ui,3.0.400.201205062159,"org.eclipse.rse.processes.ui",1362603476848
stopped,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.101.v201208171701,"org.eclipse.wst.jsdt.debug.rhino.ui",1362603476848
stopped,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.300.v201209252144,"org.eclipse.wst.jsdt.debug.ui",1362603476848
stopped,bundle,org.eclipse.wst.jsdt.support.firefox,1.0.402.v201208171701,"org.eclipse.wst.jsdt.support.firefox",1362603476848
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui",1362603476848
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1362603476848
stopped,bundle,org.eclipse.mylyn.commons.team,0.9.1.v20120412-0100,"org.eclipse.mylyn.commons.team",1362603476849
stopped,bundle,org.eclipse.team.svn.mylyn,1.0.0.I20121109-1700,"org.eclipse.team.svn.mylyn",1362603476849
stopped,bundle,org.eclipse.mylyn.team.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.team.ui",1362603476849
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1362603476849
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1362603476849
stopped,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1362603476849
stopped,bundle,org.eclipse.team.svn.revision.graph,1.0.0.I20120601-1700,"org.eclipse.team.svn.revision.graph",1362603476849
stopped,bundle,org.eclipse.team.svn.ui,1.0.0.I20121228-1700,"org.eclipse.team.svn.ui",1362603476849
stopped,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1362603476849
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.bugzilla.ui",1362603476850
stopped,bundle,org.eclipse.mylyn.debug.ui,3.9.0.I20130205-1655,"org.eclipse.mylyn.debug.ui",1362603476850
stopped,bundle,org.eclipse.mylyn.ide.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.ide.ui",1362603476850
stopped,bundle,org.eclipse.mylyn.resources.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.resources.ui",1362603476850
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1362603476850
stopped,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.tasks.ui",1362603476850
stopped,bundle,org.eclipse.mylyn.help.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.help.ui",1362603476850
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.bugs",1362603476851
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.ui",1362603476851
stopped,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1362603476851
stopped,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1362603476851
stopped,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1362603476852
stopped,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1362603476852
stopped,bundle,org.eclipse.datatools.connectivity.oda.flatfile.ui,3.1.5.v201301311534,"org.eclipse.datatools.connectivity.oda.flatfile.ui",1362603476852
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.2.4.v201203221631,"org.eclipse.datatools.enablement.oda.ws.ui",1362603476852
stopped,bundle,org.eclipse.datatools.enablement.oda.xml.ui,1.2.4.v201302041603,"org.eclipse.datatools.enablement.oda.xml.ui",1362603476852
stopped,bundle,org.eclipse.datatools.connectivity.oda.design.ui,3.2.8.v201207060816,"org.eclipse.datatools.connectivity.oda.design.ui",1362603476852
stopped,bundle,org.eclipse.datatools.enablement.ibm.db2.iseries.ui,1.0.3.v201212120614,"org.eclipse.datatools.enablement.ibm.db2.iseries.ui",1362603476852
stopped,bundle,org.eclipse.datatools.enablement.ibm.db2.luw.ui,1.0.4.v201212120614,"org.eclipse.datatools.enablement.ibm.db2.luw.ui",1362603476853
stopped,bundle,org.eclipse.datatools.enablement.ibm.db2.zseries.ui,1.0.2.v201202100836,"org.eclipse.datatools.enablement.ibm.db2.zseries.ui",1362603476853
stopped,bundle,org.eclipse.datatools.enablement.ibm.informix.ui,1.0.3.v201202100836,"org.eclipse.datatools.enablement.ibm.informix.ui",1362603476853
stopped,bundle,org.eclipse.datatools.enablement.msft.sqlserver.ui,1.0.3.v201212120617,"org.eclipse.datatools.enablement.msft.sqlserver.ui",1362603476853
stopped,bundle,org.eclipse.datatools.enablement.mysql.ui,1.0.0.v201109022331,"org.eclipse.datatools.enablement.mysql.ui",1362603476853
stopped,bundle,org.eclipse.datatools.enablement.oracle.ui,1.0.3.v201201131121,"org.eclipse.datatools.enablement.oracle.ui",1362603476853
stopped,bundle,org.eclipse.datatools.enablement.sap.maxdb.ui,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sap.maxdb.ui",1362603476853
stopped,bundle,org.eclipse.datatools.sqltools.plan,1.0.0.v201107221520,"org.eclipse.datatools.sqltools.plan",1362603476853
stopped,bundle,org.eclipse.datatools.sqltools.result.ui,1.1.3.v201212120623,"org.eclipse.datatools.sqltools.result.ui",1362603476853
stopped,bundle,org.eclipse.datatools.sqltools.common.ui,1.0.1.v201212120623,"org.eclipse.datatools.sqltools.common.ui",1362603476854
stopped,bundle,org.eclipse.datatools.connectivity.ui,1.2.4.v201212070447,"org.eclipse.datatools.connectivity.ui",1362603476854
stopped,bundle,org.eclipse.wst.jsdt.manipulation,1.0.400.v201204261600,"org.eclipse.wst.jsdt.manipulation",1362603476854
stopped,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1362603476854
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1362603476854
stopped,bundle,com.aptana.interactive_console,2.7.1.2012100913,"com.aptana.interactive_console",1362603476855
stopped,bundle,org.eclipse.wst.server.preview.adapter,1.1.101.v20121107_1651,"org.eclipse.wst.server.preview.adapter",1362603476855
stopped,bundle,org.eclipse.wst.server.http.ui,1.0.300.v20120821_1517,"org.eclipse.wst.server.http.ui",1362603476855
stopped,bundle,org.eclipse.wst.server.ui,1.4.100.v20130124_1611,"org.eclipse.wst.server.ui",1362603476855
stopped,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1362603476855
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1362603476855
stopped,bundle,org.python.pydev.parser,2.7.1.2012100913,"org.python.pydev.parser",1362603476855
stopped,bundle,org.eclipse.mylyn.commons.notifications.ui,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.ui",1362603476855
stopped,bundle,org.eclipse.mylyn.commons.repositories.ui,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.repositories.ui",1362603476855
stopped,bundle,org.eclipse.mylyn.context.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.ui",1362603476856
stopped,bundle,org.eclipse.mylyn.commons.workbench,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.workbench",1362603476856
stopped,bundle,org.eclipse.rse.efs,2.1.401.201301141950,"org.eclipse.rse.efs",1362603476856
stopped,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1362603476856
stopped,bundle,org.eclipse.m2e.model.edit,1.0.200.20111228-1245,"org.eclipse.m2e.model.edit",1362603476856
stopped,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1362603476856
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1362603476857
stopped,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1362603476857
stopped,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1362603476857
stopped,bundle,org.eclipse.wst.xml.xpath.core,1.3.0.v201108312136,"org.eclipse.wst.xml.xpath.core",1362603476857
stopped,bundle,org.eclipse.wst.xml.xpath2.wtptypes,2.0.0.v201103212215,"org.eclipse.wst.xml.xpath2.wtptypes",1362603476857
stopped,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1362603476858
stopped,bundle,org.eclipse.jst.j2ee.core,1.2.200.v201205030130,"org.eclipse.jst.j2ee.core",1362603476858
stopped,bundle,org.eclipse.wst.html.core,1.1.700.v201301082021,"org.eclipse.wst.html.core",1362603476858
stopped,bundle,org.eclipse.wst.css.core,1.1.700.v201301292217,"org.eclipse.wst.css.core",1362603476858
stopped,bundle,org.eclipse.wst.wsi,1.0.500.v201203081939,"org.eclipse.wst.wsi",1362603476858
stopped,bundle,org.eclipse.wst.wsdl.validation,1.1.600.v201203081939,"org.eclipse.wst.wsdl.validation",1362603476858
stopped,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1362603476858
stopped,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1362603476859
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1362603733828
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1362603733830
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1362603733831
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1362603733832
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1362603733833
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1362603733833
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1362603733834
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1362603733834
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1362603733834
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1362603733834
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1362603733835
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1362603733835
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1362603733835
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1362603733836
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1362603733836
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1362603733836
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1362603733836
